title,company,location,remote_or_onsite,job_type,link
Battery Algorithm and Model Calibration Engineer,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d815b0ccc7f9e82f&bb=8dNfioe3IPCqozTiflH-wn5I6HEewaCsfKZojdTR7QHiUByJ2XCHfiecI7e75tUJDJ-C6kr1JnNWaD2spVcYbE-mFgPNil9s0tHfUp872BMSi0lmPhUph0ZsNtfIqZ3Je5wl0HO2Q2s%3D&xkcb=SoCn67M3vh1fR8gCIr0LbzkdCdPP&fccid=c1099851e9794854&vjs=3
"Principal Engineer, Design Verification",Marvell,"Westborough, MA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1fa2cb88bdc1869a&bb=8dNfioe3IPCqozTiflH-wq2iTMCcfJsEs-HI116m4ZIyQvg9caZzOn5IGyd0pjKFjvxVEVmP7okMMEFqMjJDjLUZOcrzFeVimkKqZFgXkYeJJ1elrOZ5fIUYBsRmciNI&xkcb=SoAT67M3vh1fR8gCIr0KbzkdCdPP&fccid=db037f7557a1966e&vjs=3
Embedded Software Engineer (Indefinite US Work Authorization Required),Crown Equipment Corporation,"Hybrid work in New Bremen, OH 45869",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=09b70494b9184211&bb=8dNfioe3IPCqozTiflH-wqQ1zo8xcxM8aKNFJODvqqOM5udYGM9UXVVXkmKGXIib81vCtWb4KK3K26fH3U9zpGXAFKW8dpvUfBCYOAJniE-NEI6-zztcQq6b22gQWmSVV-jmHcd06lU%3D&xkcb=SoCO67M3vh1fR8gCIr0JbzkdCdPP&fccid=138588eb6cb98a02&vjs=3
Back-End Engineer (Agentic AI),Automation Anywhere,"Hybrid work in San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d00bb9e88da0f408&bb=8dNfioe3IPCqozTiflH-wjMej89LhccnprxMv-R8QzUz0xfwNqQj8q4ki9JdtmiCxmPCWYzP8YqpS05mdGuXR7Z65e42ihljrrgQpVIZThKZAOVMvjniOaZqDM5yx-nHAztSeq_xmGk%3D&xkcb=SoA667M3vh1fR8gCIr0IbzkdCdPP&fccid=ab744513af386474&vjs=3
"Backend Software Engineer, Capacity & Optimization - USDS",TikTok,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=96790a9c732229a9&bb=8dNfioe3IPCqozTiflH-wr4fAv2XhfA04p7ERlQKTqXUF2cpeo9W73KejkyLrVIXh0B_-KTCZv1E9-AErXdV-vkJ85tEI_mPheE67AB5SZbVeJlpCsYt6dKo5sFkuaXerMex1gT1GbQ%3D&xkcb=SoC067M3vh1fR8gCIr0PbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Perception Engineer,Applied Intuition,"San Diego, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=763a419aab6e486b&bb=8dNfioe3IPCqozTiflH-wnhVJ17EiSymH74SZkfCfGTNA7_o21R7P_V1e2nW1alV62Ku_u7f326pTZPngq38Nv7g5cvKc3mfba_5rmbohqXyS89EsqwZ-hzN2k0zUR3BD97oIoGCWyk%3D&xkcb=SoAA67M3vh1fR8gCIr0ObzkdCdPP&fccid=00f9ae225292fb3a&vjs=3
Lead Software Engineer - Full Stack Python,JPMorganChase,"Houston, TX",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=fd738f866ce13ed2&bb=8dNfioe3IPCqozTiflH-wleHFaHAQZ-QaNnVNgplZ8RxJTApf3tcHPXpmvJGKjKiNyHlIftyXVRd2CKSFxIq19m6weXS4P0eZy3kUaCf2EGdLqHIU-3O24ordDQwlu-e&xkcb=SoCd67M3vh1fR8gCIr0NbzkdCdPP&fccid=c46d0116f6e69eae&vjs=3
Software Engineer (Technical Leadership) - AI Specialist,Meta,"Menlo Park, CA 94025",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0e9355e9022f8589&bb=8dNfioe3IPCqozTiflH-wgmRYvUEcjIKC0Ou1WXq10cvianWWMUohenOrWnwx1g7XlLAPSBD_21rJ7wrQIh8FenRhoHbcKZEQSHr6iC565bLi7MWVMPD3cpYsSaxv0sL&xkcb=SoAp67M3vh1fR8gCIr0MbzkdCdPP&fccid=ba07516c418dda52&vjs=3
Senior Principal Engineer - AI/Firmware Engineer,Marvell,"Santa Clara, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6379a2e722c3a4cc&bb=8dNfioe3IPCqozTiflH-wqlgbxIhpmt9xG0E_ChSWGgwm16OZ5NjD4bAcvR2xSaKPh0R_pbXH54a97Vu1U62HMgFkF_keZRDLCHPeEPK4kq7B5hPz424nmOP0ilFN6rt&xkcb=SoDA67M3vh1fR8gCIr0DbzkdCdPP&fccid=db037f7557a1966e&vjs=3
BMS Algorithm Development Engineer,Analog Devices,"Wilmington, MA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=81da56d41a82b802&bb=8dNfioe3IPCqozTiflH-wmvMzGjyFIp9KPJ1IFyGtYLlzz4o7GHH3rFHzUUwxzwZ26I1nxTs2TcIzc1EgjlpF9NckgcWN3X5ttxB-uqnbRHTpxMZ5ICbHQgq4UYENsLx&xkcb=SoB067M3vh1fR8gCIr0CbzkdCdPP&fccid=795688f508690d17&vjs=3
Software Engineer - Ads Product,xAI,"San Francisco, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=fe274bdcebe9f5cc&bb=8dNfioe3IPCqozTiflH-wnhVJ17EiSymSQ2ilT1k_nJUPDnPoOq_6N2clIHR21713OtBtad7jpUnqPhTFSIaU_WRWWixtvDO5Y-mTNsehsZRaAjsAW54-d5X8-yPSqw5gOx0R8sS_io%3D&xkcb=SoDp67M3vh1fR8gCIr0BbzkdCdPP&fccid=9ddf94ed3f86fd04&vjs=3
Radar Research Engineer,KBR,"Chantilly, VA 20151",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=71a9ee71d8b1bca3&bb=8dNfioe3IPCqozTiflH-wj7blwZuLM_EdhgWVnnZ-b93tAu69lTDZHbsIs5iGzKj5KWhBLLn1rE22YhCRgetlkdPsMO2nLy2sXHzbGY-YCVXA7SDUl5vWOs1nHNCtHRSnTt84Eu6FCU%3D&xkcb=SoBd67M3vh1fR8gCIr0AbzkdCdPP&fccid=cbfa56f19cc95796&vjs=3
"Software Engineer, TikTok Brand Ads",TikTok,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=41bcfda103af0440&bb=8dNfioe3IPCqozTiflH-wphBOn7h3eAiPFb5Zlqv6rjHtz0Q5Xoko8ZhLQCWRDT94RcQz4mbLqtElQWEqAd0F3KFl8XkZepzTzFjVwMeh8A2V5Tvz569EoDC9gqbgoxlNhbAGw3vPzY%3D&xkcb=SoDT67M3vh1fR8gCIr0HbzkdCdPP&fccid=caed318a9335aac0&vjs=3
"Research Engineer (LLM/ML/RL) - TikTok Ads Core ML, Ranking",TikTok,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e876dfc56fbbd2a7&bb=8dNfioe3IPCqozTiflH-wii1xqn7e-gIK7oiZZyxJ7xVeuBpk7FOAKktogyOC58hD4WZ7jop3nWfP6dN1yfxtymbNuTSk-DFWj2d2EfzTZaER1LQ5VLWAqTHEOGUWrdg0SENT83wTV8%3D&xkcb=SoBn67M3vh1fR8gCIr0GbzkdCdPP&fccid=caed318a9335aac0&vjs=3
"Senior Software Engineer (C++, Python, pytest, Linux), San Jose, CA",Cisco Systems,"Milpitas, CA 95035",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6e497a0821d11c61&bb=8dNfioe3IPCqozTiflH-wt3TzZb9zIs05BlxG8TYsBbkeiFujtRWkukGOuzn4SPY-xFASObZux6E5bhxGQXjsBqsXF06pVy40rK22oeLbo62k7zUwwkrgwrtfAbcj36S&xkcb=SoD667M3vh1fR8gCIr0FbzkdCdPP&fccid=dfc44f3b8c44a6db&vjs=3
"Sr. Software Engineer, Platform",Disney,"Emeryville, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=a1eb9271205dbcf6&bb=mFW4R_P0u1vu7E31DDVQESRxSYBr0czk_hussAh-sOQ6pfqkBInhtOjgAsO6dkTstvp_SPVTO9GmaSNhqc7-Nd7SIdVgSret_Nhj6EB4qkp7M6elQsURtDsYsUR3UVDaYvqaoAm4xcA%3D&xkcb=SoA067M3vh1eSP3fnR0LbzkdCdPP&fccid=4ed80f3a97849f22&vjs=3
"Software Engineer, High Voltage Systems Validation",Tesla,"Palo Alto, CA 94304",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5b4240a1e49814d2&bb=mFW4R_P0u1vu7E31DDVQESRxSYBr0czkgHCLFT5LACIZpT7JMmCzR-X21NWVPLmZcFRManXGGRkJ4PoWwgUVCRfRrkfyq71-m5F2elBeXqF_IbnunQuCNIRWMP_Gzd91GvrwoURs9t4%3D&xkcb=SoCA67M3vh1eSP3fnR0KbzkdCdPP&fccid=86e9be6ce380173e&vjs=3
Senior Software Engineer - Customer Identity,StubHub,"Hybrid work in Los Angeles, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=70e9b56c908831b8&bb=mFW4R_P0u1vu7E31DDVQEcyKIV2oV_FCPwOjVCGzLUgSF3ty3qbeR-xFlQMoK7kwz_sGibvaCRbJjguv7YPTVDvTEYaCJXzcKqIUJu2w9gPfJguWWGOxq9OnCKh0J9ByFwGxhobxGGY%3D&xkcb=SoAd67M3vh1eSP3fnR0JbzkdCdPP&fccid=04f3d33b600fe96a&vjs=3
Software Engineering SMTS,Salesforce,"San Francisco, CA 94105 
(Financial District/South Beach area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=447a076b9b637ee9&bb=mFW4R_P0u1vu7E31DDVQEXx_p69Ckz8ZdAnB64mCh_f_p77bfqUs-GiMgEN5RZflUU1dPVfEd_Ef1n_fZXghhKiqk5SVcs8cGhJatJyHCDegfKESMpAedioJtlWbI8Ni&xkcb=SoCp67M3vh1eSP3fnR0IbzkdCdPP&fccid=4027cfd917e1ee29&vjs=3
Cellular RF Hardware Design Engineer,Apple,"Sunnyvale, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0c2bdbd0c5aed4f4&bb=mFW4R_P0u1vu7E31DDVQEfWV9g90rTwdIQ60sXF7Qqa2g3XfeQULO_9n6ZNEPlzlv7IRWHwInI_fVCL5mq8QXhzNqMCMtQGKx1EgUC28ZMfWAzuagzJdM9y0KEOcFCN7o9SqkY30msI%3D&xkcb=SoAn67M3vh1eSP3fnR0PbzkdCdPP&fccid=c1099851e9794854&vjs=3
"Senior Software Engineer, SRE",Box,"Hybrid work in Redwood City, CA 94061",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1e1ca1c9e6795c57&bb=mFW4R_P0u1vu7E31DDVQEZezJdVXZiieqDB39Cyx3ho-RSrqYAY0cnC3lF5Zjr859f5Cx4WeJGGKCnkYg3giHD-eNJG0o_I39pdMrSYESS3m4QGfSXjDt5DgO9JZwelwTFXvU07UqEg%3D&xkcb=SoCT67M3vh1eSP3fnR0ObzkdCdPP&fccid=3b768bad00fab6a6&vjs=3
Staff Software Engineer,Warner Bros. Discovery,"New York, NY 10001 
(NoMad area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=32961c7fa370b2c5&bb=mFW4R_P0u1vu7E31DDVQEWQq9m4JHk_CGKol40ZQ0_NxP_ZvqJqmpJdQrH4xrviG-h9jTyB5GIfR6_A0u_yj4dFX32utMQAFVsnp_8J1r6hgIG7e60CB9EdW7_BpAB43smc9WprYtQU%3D&xkcb=SoAO67M3vh1eSP3fnR0NbzkdCdPP&fccid=fdb210f6a49b1c13&vjs=3
"Software Engineer - Embedded, Viasat Government","Viasat, Inc.","Hybrid work in Carlsbad, CA 92009",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=79cfce5e09b2be2b&bb=mFW4R_P0u1vu7E31DDVQERHgn4pJb1VlzVdqlRREjxeQeMnrH7hhdRRaUTu5MP9Cy6SARwwWAdRCnZKTZYI1qajOdik1xhsTA3hPFdCTinpVE1d3gS5-_8G7o84-vPfoSENS6UT60IY%3D&xkcb=SoC667M3vh1eSP3fnR0MbzkdCdPP&fccid=8b219f1987ef65ea&vjs=3
"Senior Research Engineer, 3D vision",ByteDance,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ac1a60ed2f1416c6&bb=mFW4R_P0u1vu7E31DDVQEQ1dDKe4NSUkeLHtyk_FjxYuFyc8ETZ--d4h4XLqn7wqV0-7njm8dmKuWuYovUhAkwFmaORh4I-cABzHkPLLF95H-BHXXGCQ6dBtwB2Et3GXPjsg5vslCV8%3D&xkcb=SoBT67M3vh1eSP3fnR0DbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3
Software Development Engineer- AI/ML,Adobe,"San Jose, CA 95110 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=45d24a265ec724ec&bb=mFW4R_P0u1vu7E31DDVQETkkf6W0ILtg_Vz8tq4_lGBRucV4ucMKzijKifKZySxAxzy8kdPTLmb9GRLLIhS1LsJCZdARMnVi4zXcZJJHwv7V1FGdQVhe7SnRIsjDQEde&xkcb=SoDn67M3vh1eSP3fnR0CbzkdCdPP&fccid=f89deb5a97c7738a&vjs=3
"Software Engineer II - AI/ML, AWS Neuron",Annapurna Labs (U.S.) Inc.,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=88bf0a0a5fdc9846&bb=mFW4R_P0u1vu7E31DDVQETMHqyg6JKRQi5vqjdRNCNtpusmW6XVHFCubW444hTI5jQxVMyCIeBb9Dt2WWmw0r_RzaLJynzCnEVb5QBp_4yeXwUkz9ku_j0EACNkz9W6eiMnmbbLCJnE%3D&xkcb=SoB667M3vh1eSP3fnR0BbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3
Senior Quantitative Research Software Engineer,Northwestern Medicine,"Chicago, IL 60611 
(Streeterville area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=21ee2600d0640185&bb=mFW4R_P0u1vu7E31DDVQEXDnYOFl55cDSDHaafrrdpQ7ZtBBAVuo3R1UcmbgZ-I-NnNcVsy3X5__-iR10IDutU1scTJvVOkZwzPyBCXJeRK295IJe9BRXXpYUuqkB2OUwgKssuaXpIk%3D&xkcb=SoDO67M3vh1eSP3fnR0AbzkdCdPP&fccid=388ffa8e9601f976&vjs=3
Senior Software Engineer - Python,UKG,"Weston, FL 33326",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=52c9e5efe28bffc0&bb=mFW4R_P0u1vu7E31DDVQETkkf6W0ILtghwO06mQkv0nGW3-FInl-aimd4qT2QbJ-_SHbPl--Qx0-LP6eGN-Nx4vjBTM7oAHdOOUKCbOQrnRS5KCpMpbMehy2eDY0w_LiNZpo4dKAJwc%3D&xkcb=SoBA67M3vh1eSP3fnR0HbzkdCdPP&fccid=0d1386ca25efa609&vjs=3
"Sr. Software Engineer - Python & C++, Bash & Linux",FactSet Research Systems,"New York, NY",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=06dd122922251486&bb=mFW4R_P0u1vu7E31DDVQEY9WnlDfZAMYZ7GQyUFZ-wehFcg6o3x2trT6LiPyzDdjIam-zKytRFCEFysxAYvQqYq_RvWMMTpwyaw6VH58PC5Zw0cWORV4u84p0IIHWTgG&xkcb=SoD067M3vh1eSP3fnR0GbzkdCdPP&fccid=7ca19d158e5b580d&vjs=3
Senior System Engineer,NVIDIA,"Santa Clara, CA 95050",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=c768f902116c486c&bb=mFW4R_P0u1vu7E31DDVQEb-0_LI_a9BiepeY8NiloPCE-K94JWx3AD0fqOiM6DFzxuQogNAsyu84Y6seFbX7ruzJHxiZQhIOkkIl54WEiJgt0aPMDigRWcJNG648T3RGvrAYqWGlM7k%3D&xkcb=SoBp67M3vh1eSP3fnR0FbzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3
"Sr. Software Engineer, Web (JavaScript + Python)",Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=10c9c82ace6675c3&bb=zm_Xuk6bfQ9t4V6FOHHY1dvhgBkL8SCDBIX82mgGBLLrySc-Z_Iv32B04O-WHbUWY39sW2mr62sjT3r6bYuJFf8Jft9Uv2zKzfsitwEvi6FqPlf2Xw4H7xEs9Bsl5pmtve0fS-YVT_I%3D&xkcb=SoAL67M3vh1dUiWEmx0ObzkdCdPP&fccid=c1099851e9794854&vjs=3
Senior Python Software Developer,United Wholesale Mortgage,"Pontiac, MI 48341",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=4a7324358dbc87b6&bb=zm_Xuk6bfQ9t4V6FOHHY1Qt3qat3yVJt3ljrK_4xWktDFdoX2coPRZpdY6YZgW4e6y-twZFw4ENCdyfOsKgZCuP6j0vIrhjY-6wmxBZT7bS1-g5AZ-EzmpJb7Z-qvlqVlmmK_L2a90Y%3D&xkcb=SoCW67M3vh1dUiWEmx0NbzkdCdPP&fccid=99e4f26dc71309cf&vjs=3
Sr. Software Engineer I - Billing,DoubleVerify,"Hybrid work in New York, NY",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=02b2ac48c78379f1&bb=zm_Xuk6bfQ9t4V6FOHHY1TsQzuvhdzbtrvll53FuUr9yD4Wty1pdMka1-IZAQVC5EdTRkFJX1VEHMxIKx1eSrT6zGTXTzoVvOGmkihkL3iY6ORiaZSwvqex4e_pKnCA-kWfl939okKQ%3D&xkcb=SoAi67M3vh1dUiWEmx0MbzkdCdPP&fccid=1a409fb4e78331ad&vjs=3
Robotics SW/FW Integration Engineer,Meta,"Fremont, CA 94555 
(Northgate area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=b15af88e658350d8&bb=zm_Xuk6bfQ9t4V6FOHHY1SxM4oQwBtc7MtKwMTn0CXCDwcUBOj46_WR5lvVje_2azTSmXvSPYj7Y820WuQZUwGFVj0xbmlmSCt3D0HBFKzbgVpKAexX8itynoDWrD47d&xkcb=SoDL67M3vh1dUiWEmx0DbzkdCdPP&fccid=ba07516c418dda52&vjs=3
Analytics Engineer (L5) - New Content Experiences,Netflix,"Los Gatos, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=dce68e88f69a931d&bb=zm_Xuk6bfQ9t4V6FOHHY1coUtbRKdx9BR-RLdGBYFi29hgi7-HuFUjBcBPGwUyehnqSkJ-vYZl9j2CJcSKc5IUh12OoQLDRBz9-EJl0FpIgOLQKQfbAHDAieOhBjWpOOD7kogC-fjtU%3D&xkcb=SoB_67M3vh1dUiWEmx0CbzkdCdPP&fccid=66403b30a2c0d89c&vjs=3
Solutions Engineer,Airbyte,"San Francisco, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d72140e0aee60ef9&bb=zm_Xuk6bfQ9t4V6FOHHY1TS6e8RqrLb1RInl710qc4j3ztewOuFBipQ3qn8sVFgD1y-xkhtUqayDebgmtswIazbh5hX-XUI1UQKoPKfnjLKJOHEXnnydRkiEj9xVHaDP-L2xZBXHHw4%3D&xkcb=SoDi67M3vh1dUiWEmx0BbzkdCdPP&fccid=f97a87cb5d109e58&vjs=3
Mechatronics Engineer - AirPods,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6a28f06e9fcd750b&bb=zm_Xuk6bfQ9t4V6FOHHY1So3aESwVXXTkI69MXGZGxnZ9pM7sxlA1tVPew3YQr1sboWlNW9EtYBmk1ilMgCNyTRQ7s6ytgU1tBs9mIYbL0yyBcweb7aZCxwavj4nPcBYRykxrB2PJdg%3D&xkcb=SoBW67M3vh1dUiWEmx0AbzkdCdPP&fccid=c1099851e9794854&vjs=3
"Solutions Engineer, Ads",TikTok,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0c2f05d3ae9a358f&bb=zm_Xuk6bfQ9t4V6FOHHY1ex_Ih4W-L8LuKbK4257i3ir6TBgIj3wXCD8zquR0Wr_7es94Icp8WrgNrAG8TfAxRpn1F2NGLja9IRgCR-eNuNBhGhbK12KCrOPQLDjAcJsa-W_6kJEq7M%3D&xkcb=SoDY67M3vh1dUiWEmx0HbzkdCdPP&fccid=caed318a9335aac0&vjs=3
Simulation Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20723",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=efcd6d7ad3596972&bb=zm_Xuk6bfQ9t4V6FOHHY1SJ1KHnZv0NY8euTjBmRqj5NauKe7XOA6SzH_bH74Q6ATev-1fwg_KkuEPGOhZ-U41LOb8w1Tl_R2V2EwCxLVGUnzYVvQH6KmAlA5EJvrmQ05zVyuZmTWWo%3D&xkcb=SoBs67M3vh1dUiWEmx0GbzkdCdPP&fccid=da902130306a451b&vjs=3
"Software Engineer ll, Data Management",Aurora Operations,"Pittsburgh, PA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=b822970a10a4f009&bb=zm_Xuk6bfQ9t4V6FOHHY1UKZwhPuhieAo92ABT322VpqBRiZMBzJgI07c4UkI3urHeHRu0VSFP4QaXoY5DLCqggzHSLsB6b0U_mlRqUKkrIoeZwM1j-4w73fu98SbZV5qsHyPmeirTE%3D&xkcb=SoDx67M3vh1dUiWEmx0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Senior Software Engineer - Observability,Rippling,"Seattle, WA 98102 
(Capitol Hill area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=854e5453381ae989&bb=zm_Xuk6bfQ9t4V6FOHHY1aPpGg4LluNh8upoIHTfTZgOEHe44lFN8d_PQ-zWd-S4vjYIPKvRtXg_xf5xfy4KH5ZdI9N2K_i7mKNOtKUTzdwvEMfp0Ks3qhuW3VQy-59AEOSX-PtOC4k%3D&xkcb=SoBF67M3vh1dUiWEmx0EbzkdCdPP&fccid=3488368ef3d458f3&vjs=3
Senior Python Engineer,Hudson River Trading,"Austin, TX",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9ae18cdf1fe97327&bb=zm_Xuk6bfQ9t4V6FOHHY1Xbf1ANbWjob2BDLgQIIqXcZoMvUX-yS2dRFJAjdlnWHXtsnI1dY42JmFl5BR9_jzpfI8_hdFKgRIFJdlc_zIZeP7GF3dCCTN4FPsbRQHZJ-LkoCG1fDSG0%3D&xkcb=SoBi67M3vh1dUiWEmx0bbzkdCdPP&fccid=01b91641951e8886&vjs=3
Senior Software Engineer - Emulation,Intuitive Surgical,"Sunnyvale, CA 
(East Murphy area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6a0c275dfb065cbc&bb=zm_Xuk6bfQ9t4V6FOHHY1bx6LKzIxMMM7H_7weV6klMybxCvEfyb8lIyIBce1YO3F2P6AiywqSIpm7RaJ5FJF8h-H8evd7VAWKbAtAROJ_n7Q-T5HrWPtos1KMphluYkJ1C6GysJRL0%3D&xkcb=SoDW67M3vh1dUiWEmx0abzkdCdPP&fccid=d6b72d8e517818a0&vjs=3
AI Model Optimization Engineer,ByteDance,"San Jose, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=00329eea5d1fbbdc&bb=zm_Xuk6bfQ9t4V6FOHHY1aOA5ZC5DdSMChOzwSxXTpfan738rsjg06wR9FQ2KOe8mG-PIk8KA_AsJChlKrMebLnbctuqdLWbob_Xwsr40_pn4DF8BBa_QdH0KFgyq0RN2JxAqMlVMDk%3D&xkcb=SoBL67M3vh1dUiWEmx0ZbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3
Sr. Software Engineer II,Mavenir,"Richardson, TX 75081",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=73a002fbab197fdd&bb=zm_Xuk6bfQ9t4V6FOHHY1dXLASwO1RK3vG0SaNfmKIsw75V411P2WMavNrhedCHl89XtJFRUjTrbd48qksw3lSXqjOjhiZNl1ut8qeeuibawHhxgd_ILh2EI7SKfunxCTGgsN_Yqtsg%3D&xkcb=SoD_67M3vh1dUiWEmx0YbzkdCdPP&fccid=8e5eee82b35bbffc&vjs=3
Senior Quality Software Engineer (Surface),Microsoft,"Redmond, WA 98052 
(Overlake area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=dd04522e483f7aad&bb=4dJ2KuzL8KSIm84KjX9hpTzpT2lTmZECZ2KA5QZ0wCTJaXhr2g6eKLv8VEMxK31H-IWqd8FCVQ5tZZIUsjlJDsEfRaiLAFhBYPDhfZGu8n6xI9QfgxhAuejYVPbKq1mX&xkcb=SoBB67M3vh1cXX2oAx0LbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3
CPU Physical Design Pathfinding Engineer,Qualcomm,"San Diego, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=adf1978d4a95fbb8&bb=4dJ2KuzL8KSIm84KjX9hpXLaboqg3fxF_J0DwZAGHTYBRPK5VoZW_kALVruH1zf8kq96nkxqd7CSjg5VKaXv70HyrBRYIEDtEcrTUm2xbQoJ43yXVbSbOLByfHp9gCVB&xkcb=SoD167M3vh1cXX2oAx0KbzkdCdPP&fccid=d40ebe11fc879426&vjs=3
AI Research Scientist,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ac72a102e09ad62f&bb=4dJ2KuzL8KSIm84KjX9hpQRHHwlwCa3qipRPSwJ1lXQcHc0cAUl3yqhFVA5txAW3oxsADrV04LcHlj3RBEEtm53sGnicvlomrLIfAl2DHOobz2Wr1VhJTd3gAXayWyABOdhQV6_Fvg0%3D&xkcb=SoBo67M3vh1cXX2oAx0JbzkdCdPP&fccid=c1099851e9794854&vjs=3
Standard Cell Design Methodology & Flow Engineer,Apple,"Santa Clara, CA 95050",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1344bd841dece700&bb=4dJ2KuzL8KSIm84KjX9hpdRzeJNNSXfrIqLtZ0zmPkQhnDEdzrwBo5DnJUZVZWleRtZ-wW2n2iExWoPPbxs-HE-612aUZc08xPh7q070WUI-EhYy4I6wVZqU9DeFan6l05VBMEve-rE%3D&xkcb=SoDc67M3vh1cXX2oAx0IbzkdCdPP&fccid=c1099851e9794854&vjs=3
Software Engineer - Simulation,Apple,"Sunnyvale, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e839383b307cf496&bb=4dJ2KuzL8KSIm84KjX9hpbqriB8fNy07JPrWlChO4CeejRf8amtWPOUdggiQhU13Sm7ATIEEZXUW0F0IpXsU0c09FsSN0_xrZ4j_XsPtYp528pyeKq2kC_0vIDvr65AePxL-mF8RW-o%3D&xkcb=SoBS67M3vh1cXX2oAx0PbzkdCdPP&fccid=c1099851e9794854&vjs=3
Ethernet NIC Software and Validation Engineer,Broadcom,"Irvine, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=13eefa7ac852bdc4&bb=4dJ2KuzL8KSIm84KjX9hpe6t3gatEc2ZQJ6m8UfhFN99IoYDLC8S6xrqWUYzdP90QuuJstK5TPrEm5aMRdSZxZc-DqT2sppj_3tmcNMeO3zMIFILtMJJIHGMF_E5uwSf&xkcb=SoDm67M3vh1cXX2oAx0ObzkdCdPP&fccid=db9705308229f617&vjs=3
SLT Systems Software Engineer,Apple,"Cupertino, CA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=f2f4d62e4576c467&bb=4dJ2KuzL8KSIm84KjX9hpRBU9Oz5jpoS5tp1DvwJ4qHBljpSJT3EPJeSFzJZ3b-IdYcMGufn_4l3rMWvFqRvkaSGmL0aOBdulD0QrBYGb0qjxjgG122MOChUfSyKTpDodL6i4-PoOVM%3D&xkcb=SoB767M3vh1cXX2oAx0NbzkdCdPP&fccid=c1099851e9794854&vjs=3
